,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223
0,0.18718028,0.0,0.0037423505,0.19662994,1.5079545e-08,0.0,0.0,0.07827269,0.0027234617,0.16642359,0.0003100251,0.0,5.8833502e-06,2.2239553e-07,0.0,0.11001274,0.0,0.0003846842,1.4406717e-05,0.0,0.0,0.0,0.0,0.0,0.14710747,2.2927632e-06,0.17186397,0.18872836,0.048764832,0.0,0.0046975818,0.07689582,0.0,0.04457307,0.028049648,0.0020070518,0.0,0.023375642,0.14351065,0.0,0.042850986,3.8956767e-08,0.0,0.0035976616,1.6933606e-06,0.0,0.0,1.306648e-05,0.11979407,0.029692529,0.055007897,1.1783583e-05,4.601997e-07,3.1809288e-06,0.007099959,0.0,2.8776562e-14,0.05777214,0.0,0.05798715,0.0,0.07006595,0.0,1.0096481e-07,0.054132685,0.0004327339,0.18870273,0.25192082,0.0,0.0,0.03479878,2.2118158e-08,0.020189647,0.0,0.023497954,0.16237694,0.0006331473,0.0,0.0,0.058916382,0.0,0.1258668,0.070786424,4.6542307e-05,0.043309126,0.0,0.07899162,0.0,0.0,0.13416637,0.121859506,0.091307625,0.0,3.2106786e-05,2.4622688e-09,0.033318836,0.0,0.21619716,3.6473818e-08,0.0,0.05322825,9.232421e-14,0.001685117,1.4815467e-10,0.0003694729,0.0036264719,0.0,0.06135876,0.0,0.0008646634,0.011310939,0.0,0.0,1.3821268e-14,0.00059444865,0.0,0.0,0.0,0.00010259027,0.00015245925,5.087082e-13,0.11640132,0.0,0.03824382,0.019282103,0.010375332,0.054276373,3.8957805e-05,4.6385742e-10,0.0,0.0,0.0,0.00046291837,3.161688e-07,0.07153395,0.0,0.0,0.0,0.0,0.03305469,0.026960954,9.00316e-08,0.00038953646,0.15929319,4.2169865e-11,3.0911738e-06,4.8821555e-16,0.0,5.1897353e-10,0.0,0.10698686,0.0023893383,0.0,5.54637e-06,0.04426622,0.0019396533,4.748278e-06,0.0,0.0028854506,0.0,0.668137,0.5021656,0.10218498,0.0,0.2884757,0.0,0.0,0.07179129,0.1202248,0.3308366,0.31018153,0.26223385,0.32662302,0.4850516,0.42761898,0.027431116,0.18291436,0.038217507,0.62662274,0.26831675,0.1992741,0.033488184,0.1787827,0.20391342,0.33698687,0.22356352,0.67612886,0.087547235,0.033553492,0.0,0.41036028,0.19764975,0.020039476,0.05264342,0.7480682,0.0,0.0,0.50686425,0.06965007,0.029734815,0.20061204,0.3622697,0.5819897,0.75745004,0.08598477,0.0022476371,0.16368888,0.1250189,3.5045614,0.0,0.0,0.0,1.5523,1.3817834,0.31083205,0.0,4.4323387,0.39731613,1.2557362,2.567172,2.585761,4.036905,1.5533011,0.5092543
1,0.15187018,0.0,0.0035398598,0.265427,1.22452235e-08,0.0,0.0,0.053282443,0.00271392,0.16382904,0.00022238992,0.025990566,5.858854e-06,2.0746536e-07,0.0,0.094190754,0.0,0.0004444809,1.50428505e-05,0.0,0.0,0.0,0.0,0.0,0.1612494,2.9993141e-06,0.11883957,0.17397885,0.058284037,0.0,0.005087552,0.06607494,0.0,0.12826435,0.03704369,0.0020031815,0.0,0.0037596524,0.14754334,0.0,0.026191946,2.9238187e-08,0.0,0.0029417272,1.6585383e-06,0.0,0.0,1.3295129e-05,0.15401517,0.024783341,0.023641946,6.272969e-06,4.9268067e-07,2.267104e-06,0.0044235303,0.0,2.8658526e-14,0.046665635,0.0,0.06927246,0.0,0.081384696,0.0,1.0072234e-07,0.075171426,0.00043140817,0.18456653,0.2161338,0.0,0.0,0.023344599,2.0876895e-08,0.03805492,0.0,0.0533949,0.20053196,0.0005645805,0.0,0.0,0.034604326,0.0,0.08764339,0.097766526,3.6348552e-05,0.02975085,0.0,0.07421832,0.0,0.0,0.14174853,0.15469673,0.06319193,0.0,3.270261e-05,2.448091e-09,0.041576687,0.0,0.17470664,3.6391256e-08,0.0,0.056960635,8.642578e-14,0.0017171243,1.4922999e-10,0.0003681145,0.0060645817,0.0,0.11366991,0.0,0.00041235896,0.012819622,0.0,0.0,1.4625152e-14,0.0006046281,0.0,0.0,0.0,0.00010598644,0.00017674314,4.8793917e-13,0.13068403,0.0,0.009667106,0.066792905,0.010457687,0.029136062,2.6458692e-05,4.6306886e-10,0.0,0.0,0.0,0.00045242353,3.6596435e-07,0.073619485,0.0,0.0,0.0,0.0,0.033611007,0.033667743,6.0511375e-08,0.00039344112,0.17256188,4.2045555e-11,3.0734582e-06,5.2396336e-16,0.0,5.1624016e-10,0.0,0.12982817,0.001954017,0.0,4.7757862e-06,0.05443186,0.0018325029,3.5394191e-06,0.0,0.0023601067,0.0,0.61074597,0.2650025,0.11077367,0.0,0.3817463,0.06949235,0.11206949,0.059708115,0.1291847,0.2076406,0.28613257,0.021019705,0.24738845,0.30633122,0.2954342,0.049778156,0.27010483,0.0585185,0.30416143,0.43536824,0.11273853,0.0,0.05861881,0.11310586,0.3457928,0.28702757,0.6627294,0.115586296,0.144391,0.0,0.34297368,0.30343717,0.07318292,0.09028734,0.7447409,0.0,0.038355656,0.40445605,0.58473635,0.28154397,0.26524457,0.3158006,0.5715065,0.4679261,0.0,0.05365648,0.18341526,0.008818712,4.0978637,0.5052109,1.0965812,0.056932706,0.47457883,0.943047,1.1493924,0.20714776,3.9721856,0.4059126,0.9283343,1.4437323,1.522634,2.8408732,1.1739817,0.1595371
2,0.13573976,0.0,0.0029317685,0.23403919,1.6588217e-08,0.0,0.0,0.076584384,0.0027268762,0.15755728,0.00025169685,0.018351631,5.877273e-06,2.8031175e-07,0.0,0.10049949,0.0,0.00047843938,1.4355924e-05,0.0,0.0,0.0,0.0,0.0,0.20424739,3.331652e-06,0.18327324,0.18963163,0.047828652,0.0,0.0056315786,0.060207337,0.0,0.08097251,0.030896936,0.002010826,0.0,0.010609645,0.17996405,0.0,0.017234225,3.9041712e-08,0.0,0.0036799992,1.6036832e-06,0.0,0.0,1.3633106e-05,0.1291912,0.027920146,0.028926836,9.250604e-06,5.612813e-07,2.3875148e-06,0.00686786,0.0,2.8702375e-14,0.03910237,0.0,0.065462664,0.0,0.08231388,0.0,1.0105653e-07,0.07590318,0.000433142,0.19793849,0.24181345,0.0,0.0,0.031725537,2.1015515e-08,0.027721092,0.0,0.051190592,0.21430874,0.00064761064,0.0,0.0,0.04998377,0.0,0.13315283,0.11817989,4.6264537e-05,0.025040846,0.0,0.061588395,0.0,0.0,0.13672893,0.13612193,0.08266103,0.0,3.110599e-05,2.4624012e-09,0.05393524,0.0,0.15838212,3.655595e-08,0.0,0.048846245,6.647301e-14,0.0016101482,1.5310613e-10,0.00037002345,0.007642862,0.0,0.155415,0.0,0.0006880382,0.013142334,0.0,0.0,1.5035177e-14,0.0005755761,0.0,0.0,0.0,8.697859e-05,0.00021517223,6.531137e-13,0.118869625,0.0,0.03846408,0.038179893,0.016021382,0.043851428,3.9228235e-05,4.6440293e-10,0.0,0.0,0.0,0.00043577186,4.516033e-07,0.038728047,0.0,0.0,0.0,0.0,0.027392138,0.025976237,9.1077624e-08,0.00036893573,0.1776943,4.220452e-11,3.0858057e-06,5.1194777e-16,0.0,5.1830185e-10,0.0,0.13468744,0.0023199627,0.0,5.2985483e-06,0.027172785,0.002105662,4.6628234e-06,0.0,0.0026310554,0.0,0.8497737,0.33793065,0.14691216,0.0,0.36163798,0.0,0.041758366,0.075706676,0.12146518,0.21106753,0.26107588,0.0674193,0.42543527,0.3359977,0.48041373,0.08845065,0.22655633,0.019556187,0.52631044,0.2380649,0.032204263,0.06468772,0.12550074,0.17084488,0.5432554,0.45211804,0.651623,0.05636639,0.1531448,0.070390634,0.31908697,0.22684601,0.04903095,0.14025745,0.59361684,0.0,0.0028364584,0.40480006,0.32018816,0.11971866,0.3370512,0.28076866,0.6702883,0.5692265,0.016710445,0.031033622,0.12102641,0.12514141,4.078864,0.094103515,0.8900314,0.0047205957,1.4048914,1.0605383,0.79770744,0.0,4.7034116,0.4879768,0.89029634,2.2706258,2.155244,3.7744188,0.88143426,0.47838503
3,0.14744104,0.0,0.0040432764,0.25997433,1.2264967e-08,0.0,0.0,0.049901526,0.0026276866,0.16407856,0.00022559417,0.018036112,5.668673e-06,1.9523496e-07,0.0,0.09896562,0.0,0.00041924752,1.4636593e-05,0.0,0.0,0.0,0.0,0.0,0.20228404,2.8240695e-06,0.16519657,0.17974247,0.064172536,0.0,0.004892158,0.06359447,0.0,0.08773004,0.04177282,0.0019394343,0.0,0.029309344,0.16950426,0.0,0.050460063,3.2220644e-08,0.0,0.0030348923,1.653937e-06,0.0,0.0,1.3238012e-05,0.15380244,0.026011113,0.037380807,6.1642104e-06,5.054679e-07,2.3139244e-06,0.0042101163,0.0,2.7682655e-14,0.048554692,0.0,0.06745307,0.0,0.08162555,0.0,9.752851e-08,0.08390332,0.0004176953,0.17902654,0.22204998,0.0,0.0,0.022707045,2.0922672e-08,0.058610577,0.0,0.022715263,0.18670121,0.0006122958,0.0,0.0,0.032926794,0.0,0.09908682,0.10694486,4.124661e-05,0.019618306,0.0,0.0813815,0.0,0.0,0.14071116,0.15462963,0.06337907,0.0,3.25828e-05,2.3703044e-09,0.029829767,0.0,0.18894087,3.5227927e-08,0.0,0.07216267,1.0524392e-13,0.0017110035,1.5285266e-10,0.00035662155,0.0050911848,0.0,0.11325959,0.0,0.00045757784,0.011730177,0.0,0.0,1.4440956e-14,0.00060191157,0.0,0.0,0.0,0.00012497575,0.00022843514,4.626459e-13,0.13414738,0.0,0.026366767,0.059767853,0.0058636777,0.030288506,3.549363e-05,4.4821052e-10,0.0,0.0,0.0,0.0004605031,4.5559668e-07,0.08704877,0.0,0.0,0.0,0.0,0.03376199,0.024768054,8.1913775e-08,0.0003980456,0.1763128,4.0688355e-11,2.97342e-06,5.2011275e-16,0.0,4.9965965e-10,0.0,0.12026719,0.00196428,0.0,5.0465287e-06,0.05207933,0.0019627586,3.5688165e-06,0.0,0.0021991278,0.0,0.6509439,0.30049717,0.10706769,0.0,0.40236622,0.042039797,0.13747564,0.041335326,0.13495536,0.2891444,0.27907053,0.047115542,0.28981563,0.34188312,0.314321,0.013432972,0.28797957,0.06477981,0.3750577,0.41716018,0.088618495,0.0,0.13702868,0.12823613,0.29019427,0.31028792,0.6444329,0.16028252,0.15493144,0.0,0.40954506,0.25197285,0.06357818,0.2888983,0.6230305,0.0,0.029008858,0.41807845,0.55045074,0.25362423,0.22830775,0.34176934,0.7979773,0.49683994,0.031121854,0.044987977,0.12524499,0.018709328,4.093957,0.20433362,1.0072238,0.031352565,0.56849694,0.9726912,1.0401552,0.0,4.092764,0.42779315,0.8884014,1.5076029,1.4592891,3.0992823,0.9759316,0.17127949
4,0.13682787,0.0,0.0030049412,0.25172234,1.7007865e-08,0.0,0.0,0.086254396,0.002446845,0.15482652,0.00024031114,0.02288474,5.2637033e-06,2.871759e-07,0.0,0.1057445,0.0,0.000482401,1.3992912e-05,0.0,0.0,0.0,0.0,0.0,0.1610015,2.5399079e-06,0.18523222,0.18898162,0.04491096,0.0,0.005594215,0.06985185,0.0,0.08391576,0.035821438,0.0018072416,0.0,0.019577898,0.18172938,0.0,0.017189525,4.44261e-08,0.0,0.0038053165,1.9195713e-06,0.0,0.0,1.3885541e-05,0.14850871,0.029414257,0.027413039,1.1228031e-05,4.7434435e-07,3.0898736e-06,0.007944172,0.0,2.5737269e-14,0.046624128,0.0,0.07166806,0.0,0.079958014,0.0,9.064105e-08,0.068319015,0.00038839673,0.20717221,0.25347805,0.0,0.0,0.030029884,2.037344e-08,0.020775747,0.0,0.042733997,0.21875262,0.00067686563,0.0,0.0,0.047967758,0.0,0.11990047,0.10009485,5.189425e-05,0.03134909,0.0,0.058501046,0.0,0.0,0.14085881,0.16061379,0.0826029,0.0,3.1631876e-05,2.2079127e-09,0.06645718,0.0,0.2077506,3.2832464e-08,0.0,0.051994927,6.9629164e-14,0.0016479394,1.4764272e-10,0.000332944,0.005304282,0.0,0.10549421,0.0,0.0007874663,0.013428877,0.0,0.0,8.612091e-15,0.00058546534,0.0,0.0,0.0,8.180262e-05,0.00018567937,6.702495e-13,0.11361722,0.0,0.032479044,0.063964844,0.018994201,0.04431539,3.974774e-05,4.1684936e-10,0.0,0.0,0.0,0.0004446803,3.619303e-07,0.03487064,0.0,0.0,0.0,0.0,0.028071044,0.024094626,9.239725e-08,0.00037594824,0.1832864,3.785859e-11,2.763336e-06,5.293808e-16,0.0,4.6429596e-10,0.0,0.13821422,0.0023171175,0.0,5.510423e-06,0.032992292,0.0022219599,4.991745e-06,0.0,0.0025091332,0.0,0.83058524,0.31969392,0.14869726,0.0,0.34170642,0.0,0.052377656,0.15880412,0.12183194,0.13943522,0.27411705,0.052507542,0.4065738,0.32096753,0.39184776,0.091881774,0.22090659,0.04610855,0.56518877,0.17530629,0.12951255,0.0,0.09256414,0.14253454,0.43536913,0.4042919,0.7324452,0.10308041,0.12098229,0.053819142,0.3344697,0.28716904,0.041194323,0.107999764,0.77556074,0.0,0.0074612275,0.38834554,0.28832963,0.12844443,0.35657325,0.28999433,0.5673694,0.6052216,0.04291394,0.023007246,0.16864286,0.022322629,4.155279,0.0,0.6464966,0.008509989,1.2387378,1.064773,0.7193174,0.0,4.7511077,0.5637095,1.1012826,2.4488876,2.1908426,3.8231173,1.3401779,0.24490213
5,0.1553479,0.0,0.003118051,0.21613547,1.5362454e-08,0.0,0.0,0.06385868,0.0030022042,0.17223221,0.00023963029,0.033939466,6.495339e-06,2.536042e-07,0.0,0.099703535,0.0,0.00042447262,1.4408991e-05,0.0,0.0,0.0,0.0,0.0,0.27126276,4.636389e-06,0.18216155,0.17245206,0.04577113,0.0,0.0062136925,0.05142983,0.0,0.078757204,0.048224896,0.0022097304,0.0,0.015088525,0.15833418,0.0,0.02265539,3.6038397e-08,0.0,0.0036899608,1.6680134e-06,0.0,0.0,1.3311818e-05,0.11893715,0.02906493,0.036038533,1.1368302e-05,5.036983e-07,2.4224623e-06,0.005917284,0.0,3.1731413e-14,0.07839443,0.0,0.05860248,0.0,0.07810941,0.0,1.11300444e-07,0.07636273,0.00047762354,0.17642201,0.24745873,0.0,0.0,0.03644564,2.23594e-08,0.025180154,0.0,0.049809113,0.23640466,0.00065794215,0.0,0.0,0.059748232,0.0,0.11266973,0.122320026,4.5786754e-05,0.046471257,0.0,0.06718685,0.0,0.0,0.14385235,0.124594465,0.061485626,0.0,3.355553e-05,2.7154259e-09,0.059515778,0.0,0.1954943,4.0195857e-08,0.0,0.03826306,6.9020995e-14,0.001737578,1.414768e-10,0.000406517,0.0073358347,0.0,0.19139062,0.0,0.00089750905,0.015595825,0.0,0.0,9.982856e-15,0.00061935117,0.0,0.0,0.0,8.21238e-05,0.0003184226,5.889358e-13,0.11717065,0.0,0.041892473,0.07426436,0.026790231,0.05752363,3.9181814e-05,5.115503e-10,0.0,0.0,0.0,0.00047853,5.980255e-07,0.033807933,0.0,0.0,0.0,4.097525e-18,0.030861257,0.02014123,8.988278e-08,0.000405703,0.17488338,4.6544973e-11,3.4145876e-06,5.475337e-16,0.0,5.7275207e-10,0.0,0.14977962,0.0022321797,0.0,5.3432436e-06,0.03217708,0.0021692726,4.6233254e-06,0.0,0.0030308717,0.0,0.81134886,0.34206945,0.12129513,0.030883364,0.3855472,0.0,0.22865093,0.06747182,0.118468344,0.23812032,0.25604856,0.067180775,0.3687639,0.3075241,0.3249295,0.0798304,0.22569254,0.06446008,0.4644896,0.32672083,0.11909235,0.0,0.05927582,0.09861453,0.59144217,0.41524982,0.5833428,0.072235115,0.13958995,0.05206687,0.41092098,0.30951604,0.08450167,0.19936027,0.72757167,0.0,0.012571357,0.3060273,0.38290775,0.25225443,0.34174508,0.3013438,0.6539807,0.6220492,0.013457358,0.06358556,0.13439654,0.0065427087,3.832742,0.41114292,1.099471,0.19070572,0.6699608,1.056188,1.4935856,0.16422091,4.3925047,0.71145713,0.9914582,1.8046495,1.6108447,3.6102087,1.149039,0.13641554
6,0.1361892,0.0,0.003060203,0.2403073,1.6770672e-08,0.0,0.0,0.08589063,0.0024344635,0.15460727,0.00024155802,0.022803368,5.2442892e-06,2.8195777e-07,0.0,0.10061854,0.0,0.000482163,1.5639402e-05,0.0,0.0,0.0,0.0,0.0,0.16149387,2.5785403e-06,0.18390486,0.18909024,0.045436516,0.0,0.0060777203,0.055108435,0.0,0.109171584,0.044974864,0.0017981102,0.0,0.019398075,0.18015161,0.0,0.018761378,4.4558657e-08,0.0,0.0038203232,1.738201e-06,0.0,0.0,1.3883878e-05,0.14081396,0.029527599,0.051416494,1.12288135e-05,4.7091686e-07,2.7366768e-06,0.007887007,0.0,2.5671366e-14,0.05001193,0.0,0.07205197,0.0,0.08799493,0.0,9.017578e-08,0.069219135,0.0003864031,0.2075804,0.25394496,0.0,0.0,0.03026858,2.0453522e-08,0.025296524,0.0,0.042145908,0.22426209,0.0006800471,0.0,0.0,0.04787916,0.0,0.111272305,0.124940306,5.20973e-05,0.030533273,0.0,0.054905113,0.0,0.0,0.14057574,0.1587051,0.08344514,0.0,3.183051e-05,2.196441e-09,0.065450326,0.0,0.19018488,3.2671355e-08,0.0,0.05298125,7.11197e-14,0.0016584449,1.4875645e-10,0.00033141224,0.005247261,0.0,0.1062355,0.0,0.00078191794,0.014007529,0.0,0.0,1.0444194e-14,0.0005890961,0.0,0.0,0.0,8.293787e-05,0.00018611146,6.580946e-13,0.11289269,0.0,0.033470493,0.062885836,0.020733494,0.043571886,3.9465092e-05,4.1478113e-10,0.0,0.0,0.0,0.00044779762,3.6243608e-07,0.034657974,0.0,0.0,0.0,0.0,0.027900493,0.024321623,9.161253e-08,0.00037844645,0.18336393,3.7669673e-11,2.7537533e-06,5.309815e-16,0.0,4.623303e-10,0.0,0.14191009,0.0022972072,0.0,5.516368e-06,0.028750412,0.0022311248,5.01845e-06,0.0,0.002530233,0.0,0.809622,0.2909482,0.15344323,0.0,0.3509313,0.0,0.08330466,0.1611992,0.123882025,0.13490894,0.2694353,0.04519867,0.4005126,0.3013102,0.42839304,0.102404185,0.21205878,0.064207934,0.5840363,0.2148471,0.161253,0.0,0.089558646,0.12258829,0.43712482,0.4396432,0.7550997,0.1565785,0.11039856,0.06872525,0.33320305,0.3085156,0.046612173,0.06733161,1.0328383,0.0,0.0075852126,0.36273652,0.34546307,0.15958725,0.34993878,0.34671268,0.5656393,0.62636334,0.044852708,0.033479437,0.13667305,0.014545392,4.32742,0.0,0.8795289,0.012590492,1.1326715,1.0243489,0.95192116,0.0,4.944943,0.61159885,1.1204884,2.443659,2.1022031,3.914497,1.284071,0.2064704
7,0.13560443,0.0,0.0030959921,0.2163783,1.6663309e-08,0.0,0.0,0.08410539,0.002969822,0.15405102,0.00024052929,0.0154039,6.410809e-06,2.6766682e-07,0.0,0.10669682,0.0,0.00047025125,1.4389502e-05,0.0,0.0,0.0,0.0,0.0,0.16564688,2.6009855e-06,0.16405238,0.17991993,0.045736916,0.0,0.005553969,0.04740347,0.0,0.100260034,0.033611394,0.0021863552,0.0,0.0,0.1750841,0.0,0.008004536,3.912736e-08,0.0,0.0037065945,1.627383e-06,0.0,0.0,1.3166473e-05,0.13454422,0.02677571,0.03763978,1.0317819e-05,4.844091e-07,2.8683178e-06,0.0076565393,0.0,3.1225402e-14,0.041059483,0.0,0.062081214,0.0,0.079557054,0.0,1.1007701e-07,0.06747195,0.0004719245,0.1919555,0.22916311,0.0,0.0,0.032201875,2.2006258e-08,0.038699705,0.0,0.051909268,0.21363667,0.0006220057,0.0,0.0,0.050985083,0.0,0.13159351,0.13994288,4.6533605e-05,0.028624628,0.0,0.05301858,0.0,0.0,0.13696142,0.14706834,0.071428046,0.0,3.1270898e-05,2.681812e-09,0.05889241,0.0,0.18700735,3.982853e-08,0.0,0.048314624,6.517905e-14,0.0016442892,1.4954123e-10,0.0004034231,0.005322838,0.0,0.11048247,0.0,0.00071081845,0.013169649,0.0,0.0,1.0626345e-14,0.00057845574,0.0,0.0,0.0,8.603373e-05,0.00018520092,6.261457e-13,0.11219914,0.0,0.049686875,0.051493216,0.01820239,0.04503669,3.5102443e-05,5.0610915e-10,0.0,0.0,0.0,0.0004377056,3.7163278e-07,0.040916238,0.0,0.0,0.0,0.0,0.02651611,0.022077598,8.017132e-08,0.00037727648,0.17089964,4.601604e-11,3.3662218e-06,5.2794605e-16,0.0,5.651162e-10,0.0,0.13465643,0.0023777627,0.0,5.121522e-06,0.032608233,0.0020141734,4.701045e-06,0.0,0.0026952175,0.0,0.79267496,0.3393638,0.15796039,0.0,0.39957616,0.0,0.077668,0.123788536,0.13421267,0.17663929,0.26526314,0.046888195,0.33000627,0.29447266,0.46574464,0.064282216,0.23453307,0.08951547,0.5350206,0.2596769,0.11271099,0.005019821,0.06525008,0.17622814,0.52936894,0.4972691,0.8045964,0.12126647,0.14533785,0.0100931,0.28367406,0.28000265,0.061080083,0.023160646,0.89724916,0.0,0.0456457,0.4479181,0.4826126,0.25417286,0.31639677,0.38048762,0.6757194,0.555487,0.026522692,0.05267127,0.13899237,0.024234768,4.2789617,0.106416896,1.0518684,0.10805012,1.052733,1.0153227,1.2197045,0.0,4.842514,0.4758316,0.9889749,2.1105404,1.9147367,3.7495806,1.0581684,0.23468587
8,0.16188776,0.0,0.0035327724,0.20177115,1.248916e-08,0.0,0.0,0.062086087,0.0027353263,0.1664829,0.00024510178,0.00045881048,5.913089e-06,2.0263668e-07,0.0,0.10087636,0.0,0.00038761954,1.3268316e-05,0.0,0.0,0.0,0.0,0.0,0.18937266,2.783157e-06,0.17302814,0.19135018,0.049640447,0.0,0.0046180096,0.115540296,0.0,0.04108712,0.011653673,0.002013235,0.0,0.014356557,0.14502005,0.0,0.04429198,3.6705387e-08,0.0,0.0031702889,1.5763576e-06,0.0,0.0,1.2385935e-05,0.11195262,0.02833742,0.04978352,9.806975e-06,4.8479956e-07,2.7889037e-06,0.005521121,0.0,2.889772e-14,0.06443241,0.0,0.045400415,0.0,0.067227684,0.0,1.01360484e-07,0.0666428,0.00043459545,0.19017202,0.22167587,0.0,0.0,0.0308103,1.8213905e-08,0.025408164,0.0,0.024585746,0.17038825,0.0006020286,0.0,0.0,0.051416844,0.0,0.10856028,0.0757686,4.677546e-05,0.034265902,0.0,0.08912094,0.0,0.0,0.13930869,0.091581844,0.07597454,0.0,2.968603e-05,2.4718045e-09,0.043831263,0.0,0.20035838,3.6624826e-08,0.0,0.052750632,8.460685e-14,0.0015552843,1.4148861e-10,0.00037071662,0.0037281043,0.0,0.066109546,0.0,0.0007393601,0.012305503,0.0,0.0,1.3379376e-14,0.0005505985,0.0,0.0,0.0,9.926455e-05,0.00023340175,4.7246473e-13,0.11488384,0.0,0.023873061,0.032300428,0.011887401,0.04777229,3.699705e-05,4.657566e-10,0.0,0.0,0.0,0.00040890055,4.3168842e-07,0.079418935,0.0,0.0,0.0,0.0,0.02483048,0.026992703,8.623514e-08,0.0003536949,0.16508551,4.237017e-11,3.1067507e-06,4.9527467e-16,0.0,5.213318e-10,0.0,0.11120997,0.0021787358,0.0,5.037017e-06,0.006531099,0.0018910094,4.1897274e-06,0.0,0.00265423,0.0,0.660056,0.5151286,0.10039778,0.0,0.29560822,0.0,0.0,0.0938621,0.11506426,0.36625996,0.29701805,0.23870215,0.35408297,0.54209995,0.3909933,0.02675283,0.21647191,0.043798573,0.55606437,0.35839045,0.10030981,0.0044807717,0.15161906,0.16636927,0.38725305,0.17597337,0.5849444,0.07537369,0.06139748,0.0,0.4339704,0.19296263,0.03055298,0.15374336,0.6617535,0.0,0.0027394816,0.43948177,0.13501704,0.049684044,0.16863908,0.39941326,0.5848097,0.75695074,0.059216667,0.009735985,0.1233924,0.12027389,3.4088478,0.0,0.032222047,0.0,1.3965014,1.1915323,0.56051975,0.0,4.315392,0.47366455,1.1488395,2.2917912,2.1429846,3.5117617,1.2508787,0.43687615
9,0.15688337,0.0,0.0040680068,0.2471596,1.5373246e-08,0.0,0.0,0.064797565,0.0029380657,0.16796342,0.0002516078,0.010658354,6.3610205e-06,2.72388e-07,0.0,0.11571533,0.0,0.0003909518,1.5467433e-05,0.0,0.0,0.0,0.0,0.0,0.13512011,2.0631023e-06,0.18750942,0.18263476,0.045335025,0.0,0.0056669535,0.115918055,0.0,0.08775186,0.021630183,0.002157454,0.0,0.014618307,0.15789169,0.0,0.033115923,3.5811283e-08,0.0,0.0032913913,2.0355599e-06,0.0,0.0,1.156199e-05,0.13387942,0.023890195,0.025980404,8.893468e-06,5.1506e-07,2.4869194e-06,0.005630786,0.0,3.0621075e-14,0.07646951,0.0,0.04580282,0.0,0.084825344,0.0,1.0904492e-07,0.051456552,0.00046813657,0.16226535,0.19081393,0.0,0.0,0.027092315,2.104886e-08,0.06934656,0.0,0.07851223,0.18539792,0.0005401404,0.0,0.0,0.043759577,0.0,0.08747894,0.15026125,4.355052e-05,0.045751173,0.0,0.08290078,0.0,0.0,0.13686134,0.12942615,0.07310768,0.0,3.129843e-05,2.6612104e-09,0.031944193,0.0,0.17938729,3.9365506e-08,0.0,0.03660287,1.02189626e-13,0.0016355551,1.6162852e-10,0.0003973705,0.0035975687,0.0,0.05694529,0.0,0.0005802179,0.01099515,0.0,0.0,1.5959846e-14,0.0005788817,0.0,0.0,0.0,0.0001146648,0.0001460028,6.3292584e-13,0.1164383,0.0,0.018734697,0.049133476,0.037532777,0.03525121,4.008278e-05,5.007945e-10,0.0,0.0,0.0,0.00044101404,2.90614e-07,0.058584224,0.0,0.0,0.0,0.0,0.038517155,0.03195727,9.341735e-08,0.0003797086,0.14853582,4.56036e-11,3.343271e-06,7.6148977e-16,0.0,5.6116584e-10,0.0,0.12508233,0.0023170328,0.0,4.5905153e-06,0.03770418,0.0017065565,4.4711733e-06,0.0,0.0021879473,0.0,0.61696386,0.4402392,0.10972247,0.0012355,0.3141294,0.0,0.0059409067,0.0631309,0.13063629,0.30124506,0.27870098,0.04751625,0.28770778,0.45618287,0.26452154,0.062469386,0.23041248,0.056682274,0.48356536,0.3836892,0.06338111,0.00062423944,0.12166272,0.15620893,1.1098299,0.318028,0.6653404,0.08445154,0.16194265,0.025912404,0.3520877,0.210062,0.024780296,0.1853282,0.808763,0.0,0.0066149607,0.43307996,0.2049951,0.030787528,0.19648714,0.34858638,0.6128939,0.6483413,0.0903365,0.003134476,0.093401894,0.14003673,3.7016523,0.0,1.0702832,0.0,1.008729,1.1309005,0.7071725,0.0,4.1023774,0.62447566,0.9979564,1.9462743,1.8479744,3.560536,0.92507565,0.318902
